编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积（平方米）,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
1126,公共设施用地,泰州市,靖江市,2018靖江市土地储备交易中心4-10,靖城镇靖东村、城北村,,划拨,,0,,2018,2018年12,2018年12月17日,3423.1,1,3423.1,2018靖江市土地储备交易中心4-10,,,,,,,,,,,,,,2019年12月31日,2020年12月31日
1127,工业用地,泰州市,泰兴市,泰兴市智光环保科技有限公司,姚王镇王庄村盐泥10组,50,挂牌出让,,387.3025,,2018,2018年12,2018年12月17日,9113,2,18226,泰兴市智光环保科技有限公司,,,,,,,,,,,,,,2020年6月17日,2021年12月17日
1128,工业用地,泰州市,泰兴市,泰兴市名扬食品机械有限公司,珊瑚镇珊瑚新村9组,50,挂牌出让,,146.531,,2018,2018年12,2018年12月17日,2422,2,4844,泰兴市名扬食品机械有限公司,,,,,,,,,,,,,,2020年6月17日,2021年12月17日
1129,工业用地,泰州市,泰兴市,江苏海威锻造有限公司,黄桥镇印家院村9、10组,50,挂牌出让,,62.14,,2018,2018年12,2018年12月17日,956,2,1912,江苏海威锻造有限公司,,,,,,,,,,,,,,2020年6月17日,2021年12月17日
1130,工业用地,泰州市,泰兴市,江苏泛华传动机械有限公司,根思乡双港村居庄2组,50,挂牌出让,,151.6115,,2018,2018年12,2018年12月17日,3407,2,6814,江苏泛华传动机械有限公司,,,,,,,,,,,,,,2020年6月17日,2021年12月17日
1131,工业用地,泰州市,泰兴市,江苏兴升减速机有限公司,根思乡双港村周里3组,50,挂牌出让,,51.8168,,2018,2018年12,2018年12月17日,1064,2,2128,江苏兴升减速机有限公司,,,,,,,,,,,,,,2020年12月17日,2021年12月17日
1132,工业用地,泰州市,泰兴市,江苏益裕建设工程有限公司,河失镇司马村司马3组，元仙村元仙8、9组,50,挂牌出让,,454.8477,,2018,2018年12,2018年12月17日,8079,2,16158,江苏益裕建设工程有限公司,,,,,,,,,,,,,,2020年6月17日,2021年12月17日
1133,仓储用地,泰州市,泰兴市,国本（江苏）物流管理有限公司,滨江镇蒋港村村集体、旮旯组,50,挂牌出让,,0.64,,2018,2018年12,2018年12月17日,16,2,32,国本（江苏）物流管理有限公司,,,,,,,,,,,,,,2020年6月17日,2021年12月17日
1134,仓储用地,泰州市,泰兴市,国本（江苏）物流管理有限公司,滨江镇蒋港村村集体、旮旯组,50,挂牌出让,,23.12,,2018,2018年12,2018年12月17日,578,2,1156,国本（江苏）物流管理有限公司,,,,,,,,,,,,,,2020年6月17日,2021年12月17日
1135,仓储用地,泰州市,泰兴市,江苏港金联运有限公司,广陵镇木行村2组,50,挂牌出让,,549.3078,,2018,2018年12,2018年12月17日,12126,2,24252,江苏港金联运有限公司,,,,,,,,,,,,,,2020年6月17日,2021年12月17日
1136,仓储用地,泰州市,泰兴市,国本（江苏）物流管理有限公司,滨江镇蒋港村村集体、旮旯组,50,挂牌出让,,259.96,,2018,2018年12,2018年12月17日,6499,2,12998,国本（江苏）物流管理有限公司,,,,,,,,,,,,,,2020年6月17日,2021年12月17日
1137,工业用地,泰州市,泰兴市,泰兴市联众井盖有限公司,根思乡根思村大新2组,50,挂牌出让,,86.3464,,2018,2018年12,2018年12月17日,1814,2,3628,泰兴市联众井盖有限公司,,,,,,,,,,,,,,2020年6月17日,2021年12月17日
1138,工业用地,泰州市,泰兴市,泰兴市润华气体资源开发利用有限公司,河失镇失迷巷居委会巷上3组，司马村村集体,50,挂牌出让,,88,,2018,2018年12,2018年12月17日,2000,2,4000,泰兴市润华气体资源开发利用有限公司,,,,,,,,,,,,,,2020年6月17日,2021年12月17日
1139,仓储用地,泰州市,泰兴市,泰兴市嘉盛基础工程有限公司,根思乡根思村小井1,50,挂牌出让,,68.6688,,2018,2018年12,2018年12月17日,1244,2,2488,泰兴市嘉盛基础工程有限公司,,,,,,,,,,,,,,2020年6月17日,2021年12月17日
1140,工业用地,泰州市,泰兴市,泰兴市珊瑚投资发展有限公司,珊瑚镇八户村19、24组,50,挂牌出让,,203.8965,,2018,2018年12,2018年12月17日,3755,2,7510,泰兴市珊瑚投资发展有限公司,,,,,,,,,,,,,,2020年6月17日,2021年12月17日
1141,工业用地,泰州市,泰兴市,泰兴市天安建筑安装工程有限公司,河失镇河头居委会河头10组,50,挂牌出让,,194.8608,,2018,2018年12,2018年12月17日,2448,2,4896,泰兴市天安建筑安装工程有限公司,,,,,,,,,,,,,,2020年6月17日,2021年12月17日
1142,工业用地,泰州市,泰兴市,泰兴市天安建筑安装工程有限公司,河失镇河头居委会河头10组,50,挂牌出让,,41.5512,,2018,2018年12,2018年12月17日,522,2,1044,泰兴市天安建筑安装工程有限公司,,,,,,,,,,,,,,2020年6月17日,2021年12月17日
1143,公园与绿地,泰州市,泰兴市,泰兴市济川街道办事处,泰兴市,,划拨,,0,,2018,2018年12,2018年12月17日,1233,1.2,1479.6,泰兴市济川街道办事处,,,,,,,,,,,,,,2018年9月25日,2021年9月25日
1144,工业用地,泰州市,靖江市,江苏科荣环境科技有限公司,孤山镇杨太村,50,挂牌出让,,502.13,,2018,2018年12,2018年12月15日,13390,2,26780,江苏科荣环境科技有限公司,,,,,,,,,,,,,,2020年3月31日,2021年3月31日
1145,工业用地,泰州市,靖江市,江苏驰铭机械设备制造有限公司,孤山镇杨太村,50,挂牌出让,,528.75,,2018,2018年12,2018年12月15日,14100,2,28200,江苏驰铭机械设备制造有限公司,,,,,,,,,,,,,,2020年3月31日,2021年3月31日
1146,工业用地,泰州市,靖江市,江苏佳顺电子科技有限公司,孤山镇杨太村,50,挂牌出让,,501.64,,2018,2018年12,2018年12月15日,13377,2,26754,江苏佳顺电子科技有限公司,,,,,,,,,,,,,,2020年3月31日,2021年3月31日
1147,工业用地,泰州市,靖江市,江苏金鑫包装有限公司,孤山镇常胜村、杨太村,50,挂牌出让,,567.27,,2018,2018年12,2018年12月15日,15127,2,30254,江苏金鑫包装有限公司,,,,,,,,,,,,,,2020年3月31日,2021年3月31日
1148,工业用地,泰州市,靖江市,江苏鼎灵新材料科技有限公司,孤山镇常胜村、杨太村,50,挂牌出让,,581.1,,2018,2018年12,2018年12月15日,15496,2,30992,江苏鼎灵新材料科技有限公司,,,,,,,,,,,,,,2020年3月31日,2021年3月31日
1149,工业用地,泰州市,靖江市,江苏久能电力科技有限公司,孤山镇常胜村,50,挂牌出让,,562.2,,2018,2018年12,2018年12月15日,14992,2,29984,江苏久能电力科技有限公司,,,,,,,,,,,,,,2020年3月31日,2021年3月31日
1150,工业用地,泰州市,靖江市,靖江市北辰城乡投资建设有限公司,孤山镇杨太村,50,挂牌出让,,1102.01,,2018,2018年12,2018年12月15日,29387,2,58774,靖江市北辰城乡投资建设有限公司,,,,,,,,,,,,,,2020年3月31日,2021年3月31日
1151,工业用地,泰州市,泰兴市,江苏迪鼎机械有限公司,河失镇司马村司马8组,50,挂牌出让,,263.0728,,2018,2018年12,2018年12月14日,5272,2,10544,江苏迪鼎机械有限公司,,,,,,,,,,,,,,2020年6月14日,2021年12月14日
1152,工业用地,泰州市,泰兴市,江苏瑞富精密机械有限公司,曲霞镇镇西村陈公堂6组,50,挂牌出让,,370.685,,2018,2018年12,2018年12月14日,8722,2,17444,江苏瑞富精密机械有限公司,,,,,,,,,,,,,,2020年6月14日,2021年12月14日
1153,工业用地,泰州市,泰兴市,泰州佰诺泵业科技有限公司,曲霞镇李圩村5组,50,挂牌出让,,126.735,,2018,2018年12,2018年12月14日,2485,2,4970,泰州佰诺泵业科技有限公司,,,,,,,,,,,,,,2020年6月14日,2021年12月14日
1154,工业用地,泰州市,姜堰市,江苏熙和家具有限公司厂房,沈高镇天民村,50,挂牌出让,,1099.3,,2018,2018年12,2018年12月14日,33313,1.2,39975.6,江苏熙和家具有限公司,,,,,,,,,,,,,,2019年6月28日,2021年6月28日
1155,工业用地,泰州市,泰兴市,江苏华通电池配件有限公司,根思乡根思村小井4组,50,挂牌出让,,99.3975,,2018,2018年12,2018年12月14日,2285,2,4570,江苏华通电池配件有限公司,,,,,,,,,,,,,,2020年6月14日,2021年12月14日
1156,工业用地,泰州市,泰兴市,江苏田菱感光材料有限公司,滨江镇过船村夹巷、解放、仁垡组,50,挂牌出让,,1081.323,,2018,2018年12,2018年12月14日,24858,2.5,62145,江苏田菱感光材料有限公司,,,,,,,,,,,,,,2020年6月14日,2021年12月14日
1157,工业用地,泰州市,泰兴市,江苏百诺医疗科技有限公司,曲霞镇张匡8组,50,挂牌出让,,58.163,,2018,2018年12,2018年12月14日,1187,2,2374,江苏百诺医疗科技有限公司,,,,,,,,,,,,,,2020年6月14日,2021年12月14日
1158,工业用地,泰州市,泰兴市,泰州联成塑胶工业有限公司,滨江镇过船村过一、夹巷组,50,挂牌出让,,2185.16,,2018,2018年12,2018年12月14日,54629,2.5,136572.5,泰州联成塑胶工业有限公司,,,,,,,,,,,,,,2020年6月14日,2021年12月14日
1159,工业用地,泰州市,泰兴市,泰兴市旵光电力科技有限公司,分界镇耿厂村丁厂2、3、4组,50,挂牌出让,,286.8825,,2018,2018年12,2018年12月14日,6595,2,13190,泰兴市旵光电力科技有限公司,,,,,,,,,,,,,,2020年6月14日,2021年12月14日
1160,工业用地,泰州市,泰兴市,江苏曹工液压科技有限公司,分界镇王厂村11、12组,50,挂牌出让,,307.3487,,2018,2018年12,2018年12月14日,6667,2,13334,江苏曹工液压科技有限公司,,,,,,,,,,,,,,2020年6月14日,2021年12月14日
1161,工业用地,泰州市,泰兴市,泰兴联创绝缘材料有限公司,河失镇镇集体,50,挂牌出让,,103.038,,2018,2018年12,2018年12月14日,2642,2,5284,泰兴联创绝缘材料有限公司,,,,,,,,,,,,,,2020年6月14日,2021年12月14日
1162,工业用地,泰州市,泰兴市,江苏海澄水工机械有限公司,根思乡根思村小井4组,50,挂牌出让,,35.72,,2018,2018年12,2018年12月14日,760,2,1520,江苏海澄水工机械有限公司,,,,,,,,,,,,,,2020年6月14日,2021年12月14日
1163,工业用地,泰州市,泰兴市,江苏超悦农业发展有限公司,新街镇霍庄村中西组、五组,50,挂牌出让,,40.6575,,2018,2018年12,2018年12月14日,585,2,1170,江苏超悦农业发展有限公司,,,,,,,,,,,,,,2020年6月14日,2021年12月14日
1164,工业用地,泰州市,泰兴市,泰兴市惠风和畅实业有限公司,分界镇王厂村10、11组，分界村12、13组,50,挂牌出让,,529.3312,,2018,2018年12,2018年12月14日,11408,2,22816,泰兴市惠风和畅实业有限公司,,,,,,,,,,,,,,2020年6月14日,2021年12月14日
1165,工业用地,泰州市,泰州市本级,医药高新区华佗路西侧、药城大道南侧地块,医药高新区华佗路西侧、药城大道南侧,50,挂牌出让,,2150,,2018,2018年12,2018年12月14日,57977,2,115954,江苏赛孚士生物技术有限公司,,,,,,,,,,,,,,2019年4月1日,2021年4月1日
1166,批发零售用地,泰州市,姜堰市,泰州市德图商贸有限公司,姜堰区张甸镇迎宾大道东侧、供电所南侧,40,挂牌出让,,831,,2018,2018年12,2018年12月14日,7913,1.4,11078.2,泰州市德图商贸有限公司,,,,,,,,,,,,,,2019年11月24日,2022年11月24日
1167,工业用地,泰州市,高港区,益联工业装备公司新建工业用房,高港区口岸街道新乔路西侧、园区规划道路北侧地块,50,挂牌出让,,650,,2018,2018年12,2018年12月14日,15360,2,30720,江苏益联工业装备制造有限公司,,,,,,,,,,,,,,2019年4月20日,2019年11月20日
1168,工业用地,泰州市,泰兴市,江苏泰隆减速机股份有限公司,泰兴市文昌东路6号,50,挂牌出让,,13525.4045,,2018,2018年12,2018年12月14日,312365,2,624730,江苏泰隆减速机股份有限公司,,,,,,,,,,,,,,2020年6月14日,2021年12月14日
1169,工业用地,泰州市,高港区,创鸿资产管理公司新建工业用房,高港区口岸街道新乔路西侧122米、龙港路南侧地块,50,挂牌出让,,1910,,2018,2018年12,2018年12月14日,46925,2,93850,江苏创鸿资产管理有限公司,,,,,,,,,,,,,,2019年4月20日,2021年4月20日
1170,公园与绿地,泰州市,泰兴市,泰兴市济川街道办事处,鼓楼北路西侧6,,划拨,,,,2018,2018年12,2018年12月13日,365,1.2,438,泰兴市济川街道办事处,,,,,,,,,,,,,,2018年9月25日,2020年9月25日
1171,公园与绿地,泰州市,泰兴市,泰兴市济川街道办事处,济川街道办,,划拨,,0,,2018,2018年12,2018年12月13日,317,1,317,泰兴市济川街道办事处,,,,,,,,,,,,,,2018年9月25日,2020年9月25日
1172,公园与绿地,泰州市,泰兴市,泰兴市济川街道办事处,济川街道办事处,,划拨,,0,,2018,2018年12,2018年12月13日,2434,1,2434,泰兴市济川街道办事处,,,,,,,,,,,,,,2018年9月25日,2020年9月25日
1173,公园与绿地,泰州市,泰兴市,泰兴市济川街道办事处,济川街道办,,划拨,,0,,2018,2018年12,2018年12月13日,3985,1,3985,泰兴市济川街道办事处,,,,,,,,,,,,,,2018年9月25日,2020年9月25日
1174,公园与绿地,泰州市,泰兴市,泰兴市济川街道办事处,济川街道办,,划拨,,0,,2018,2018年12,2018年12月13日,17298,1,17298,泰兴市济川街道办事处,,,,,,,,,,,,,,2018年9月25日,2020年9月25日
1175,公园与绿地,泰州市,泰兴市,泰兴市济川街道办事处,济川街道办,,划拨,,0,,2018,2018年12,2018年12月13日,9826,1,9826,泰兴市济川街道办事处,,,,,,,,,,,,,,2018年9月25日,2020年9月25日
1176,公园与绿地,泰州市,泰兴市,泰兴市济川街道街道办事处,济川街道,,划拨,,0,,2018,2018年12,2018年12月13日,184354,1.2,221224.8,泰兴市济川街道办事处,,,,,,,,,,,,,,2018年12月30日,2020年12月30日
1177,公园与绿地,泰州市,泰兴市,泰兴市济川街道办事处,济川街道,,划拨,,0,,2018,2018年12,2018年12月13日,215033,1.2,258039.6,泰兴市济川街道办事处,,,,,,,,,,,,,,2018年12月30日,2020年12月30日
1178,工业用地,泰州市,泰兴市,江苏伟纳电气有限公司,虹桥镇四仙村丰水组,50,挂牌出让,,109.345,,2018,2018年12,2018年12月12日,2302,2,4604,江苏伟纳电气有限公司,,,,,,,,,,,,,,2020年6月12日,2021年12月12日
1179,工业用地,泰州市,泰兴市,江苏广通汽配精密制造有限公司,广陵镇广陵居委会14组,50,挂牌出让,,335.1402,,2018,2018年12,2018年12月12日,7026,2,14052,江苏广通汽配精密制造有限公司,,,,,,,,,,,,,,2020年6月12日,2021年12月12日
1180,工业用地,泰州市,泰兴市,泰兴市美声电子有限公司,虹桥镇崇福村大圩组,50,挂牌出让,,42.4,,2018,2018年12,2018年12月12日,1060,2,2120,泰兴市美声电子有限公司,,,,,,,,,,,,,,2020年6月12日,2021年12月12日
1181,工业用地,泰州市,泰兴市,江苏天辉环保科技有限公司,虹桥镇通石村村集体、北圩二组,50,挂牌出让,,138.2832,,2018,2018年12,2018年12月12日,3201,2,6402,江苏天辉环保科技有限公司,,,,,,,,,,,,,,2020年6月12日,2021年12月12日
1182,工业用地,泰州市,泰兴市,江苏和旺食品有限公司,元竹镇镇北村15、17、18、21组,50,挂牌出让,,587.595,,2018,2018年12,2018年12月12日,13665,2,27330,江苏和旺食品有限公司,,,,,,,,,,,,,,2020年6月12日,2021年12月12日
1183,工业用地,泰州市,泰兴市,泰兴市钰丽农副产品有限公司,广陵镇顾周村3组,50,挂牌出让,,136.2713,,2018,2018年12,2018年12月12日,2881,2,5762,泰兴市钰丽农副产品有限公司,,,,,,,,,,,,,,2020年6月12日,2021年12月12日
1184,工业用地,泰州市,泰兴市,江苏新虹润金属材料有限公司,虹桥镇同德村肖南组,50,挂牌出让,,33.0125,,2018,2018年12,2018年12月12日,695,2,1390,江苏新虹润金属材料有限公司,,,,,,,,,,,,,,2020年6月12日,2021年12月12日
1185,工业用地,泰州市,泰兴市,江苏玺源电器有限公司,虹桥镇四仙村小圩组,50,挂牌出让,,83.7,,2018,2018年12,2018年12月12日,1800,2,3600,江苏玺源电器有限公司,,,,,,,,,,,,,,2020年6月12日,2021年12月12日
1186,工业用地,泰州市,泰兴市,江苏九润鑫晟食品有限公司,元竹镇镇北村15组,50,挂牌出让,,544.9752,,2018,2018年12,2018年12月12日,11796,2,23592,江苏九润鑫晟食品有限公司,,,,,,,,,,,,,,2020年6月12日,2021年12月12日
1187,工业用地,泰州市,泰兴市,江苏泰顺能源科技开发有限公司,广陵镇广陵居委会15组,50,挂牌出让,,69.316,,2018,2018年12,2018年12月12日,1333,2,2666,江苏泰顺能源科技开发有限公司,,,,,,,,,,,,,,2020年6月12日,2021年12月12日
1188,工业用地,泰州市,泰兴市,泰兴市辉耀照明有限公司,曲霞镇镇西村陈公堂3组,50,挂牌出让,,152.434,,2018,2018年12,2018年12月12日,3830,2,7660,泰兴市辉耀照明有限公司,,,,,,,,,,,,,,2020年6月12日,2021年12月12日
1189,工业用地,泰州市,泰兴市,江苏享颂机械有限公司,古溪镇横垛居委会集体,50,挂牌出让,,33.733,,2018,2018年12,2018年12月12日,854,2,1708,江苏享颂机械有限公司,,,,,,,,,,,,,,2020年6月12日,2021年12月12日
1190,工业用地,泰州市,泰兴市,泰州优尔医疗器械有限公司,古溪镇古溪社区古溪4、10、11组,50,挂牌出让,,300.3938,,2018,2018年12,2018年12月12日,6874,2,13748,泰州优尔医疗器械有限公司,,,,,,,,,,,,,,2020年6月12日,2021年12月12日
1191,工业用地,泰州市,泰兴市,江苏华洋装备科技有限公司,虹桥镇蒋华村西双圩组,50,挂牌出让,,269.96,,2018,2018年12,2018年12月12日,6749,2,13498,江苏华洋装备科技有限公司,,,,,,,,,,,,,,2020年6月12日,2021年12月12日
1192,工业用地,泰州市,泰兴市,莹普智能科技（泰州）有限公司,古溪镇古溪社区古溪4、10、11组,50,挂牌出让,,291.3916,,2018,2018年12,2018年12月12日,6668,2,13336,莹普智能科技（泰州）有限公司,,,,,,,,,,,,,,2020年6月12日,2021年12月12日
1193,工业用地,泰州市,泰兴市,江苏新进医疗器械有限公司,古溪镇古溪社区古溪4、10、11组,50,挂牌出让,,291.042,,2018,2018年12,2018年12月12日,6660,2,13320,江苏新进医疗器械有限公司,,,,,,,,,,,,,,2020年6月12日,2021年12月12日
1194,工业用地,泰州市,泰兴市,泰兴市求精仪器厂,古溪镇古溪社区古溪4、10、11组,50,挂牌出让,,291.042,,2018,2018年12,2018年12月12日,6660,2,13320,泰兴市求精仪器厂,,,,,,,,,,,,,,2020年6月12日,2021年12月12日
1195,工业用地,泰州市,泰兴市,江苏汇宏电子科技有限公司,曲霞镇曲霞村曲水10组,50,挂牌出让,,73.315,,2018,2018年12,2018年12月12日,1333,2,2666,江苏汇宏电子科技有限公司,,,,,,,,,,,,,,2020年6月12日,2021年12月12日
1196,工业用地,泰州市,泰兴市,江苏固特美装配式建筑科技有限公司,曲霞镇李圩村7组,50,挂牌出让,,104.545,,2018,2018年12,2018年12月12日,2030,2,4060,江苏固特美装配式建筑科技有限公司,,,,,,,,,,,,,,2020年6月12日,2021年12月12日
1197,公路用地,泰州市,高港区,道路及绿化用地,高港区口岸街道刁铺街道境内,,划拨,,0,,2018,2018年12,2018年12月12日,110543,1,110543,泰州市港城建设投资发展有限公司,,,,,,,,,,,,,,2019年5月16日,2020年5月16日
1198,公路用地,泰州市,高港区,道路及绿化用地,高港区永安洲镇境内,,划拨,,0,,2018,2018年12,2018年12月12日,9676,1,9676,江苏泰州港核心港区投资有限公司,,,,,,,,,,,,,,2019年5月16日,2020年5月16日
1199,公路用地,泰州市,高港区,道路及绿化用地,高港高新区境内,,划拨,,0,,2018,2018年12,2018年12月12日,33660,1,33660,泰州市高港高新区开发建设有限责任公司,,,,,,,,,,,,,,2019年5月16日,2020年5月16日
1200,公园与绿地,泰州市,高港区,道路及绿化用地,高港区胡庄镇境内,,划拨,,0,,2018,2018年12,2018年12月12日,613,1,613,泰州市胡庄镇人民政府,,,,,,,,,,,,,,2019年5月16日,2020年5月16日
1201,公园与绿地,泰州市,高港区,道路与绿化用地,高港区永安洲镇境内,,划拨,,0,,2018,2018年12,2018年12月12日,71071,1,71071,江苏泰州港核心港区投资有限公司,,,,,,,,,,,,,,2019年5月16日,2020年5月16日
1202,公路用地,泰州市,高港区,道路及绿化用地,高港区白马镇境内,,划拨,,0,,2018,2018年12,2018年12月12日,530,1,530,泰州市白马镇人民政府,,,,,,,,,,,,,,2019年5月16日,2020年5月16日
1203,公园与绿地,泰州市,高港区,道路及绿化用地,高港区口岸街道境内,,划拨,,0,,2018,2018年12,2018年12月12日,45281,1,45281,泰州市港城建设投资发展有限公司,,,,,,,,,,,,,,2019年5月16日,2020年5月16日
1204,公园与绿地,泰州市,高港区,道路及绿化用地,高港区口岸街道境内,,划拨,,0,,2018,2018年12,2018年12月12日,17542,1,17542,泰州市港城建设投资发展有限公司,,,,,,,,,,,,,,2019年5月6日,2020年5月6日
1205,公园与绿地,泰州市,高港区,道路及绿化用地,高港区大泗镇境内,,划拨,,0,,2018,2018年12,2018年12月12日,13756,1,13756,泰州市大泗镇人民政府,,,,,,,,,,,,,,2019年5月6日,2020年5月6日
1206,公路用地,泰州市,高港区,道路与绿化用地,高港区口岸街道境内,,划拨,,0,,2018,2018年12,2018年12月12日,27122,1,27122,泰州市港城建设投资发展有限公司,,,,,,,,,,,,,,2019年5月16日,2020年5月16日
1207,住宿餐饮用地,泰州市,姜堰市,章惠强,姜堰区溱潼镇鹊仙路西侧、水沁路南侧,40,挂牌出让,,1828,,2018,2018年12,2018年12月11日,6732,1.1,7405.2,章惠强,,,,,,,,,,,,,,2019年11月24日,2022年11月24日
1208,公路用地,泰州市,泰兴市,江苏省泰兴经济开发区管理委员会,洋思港北路,,划拨,,0,,2018,2018年12,2018年12月10日,22851,1,22851,江苏省泰兴经济开发区管理委员会,,,,,,,,,,,,,,2019年11月28日,2021年11月28日
1209,公路用地,泰州市,泰兴市,江苏省泰兴经济开发区管理委员会,滨江镇福兴路东侧、襟江路西侧,,划拨,,0,,2018,2018年12,2018年12月10日,60478,1,60478,江苏省泰兴经济开发区管理委员会,,,,,,,,,,,,,,2019年11月28日,2021年11月28日
1210,工业用地,泰州市,姜堰市,泰州市华蓉电器有限公司,淤溪镇卞庄村,50,挂牌出让,,103.4,,2018,2018年12,2018年12月10日,3447,1.2,4136.4,泰州市华蓉电器有限公司,,,,,,,,,,,,,,2019年6月21日,2020年6月20日
1211,批发零售用地,泰州市,海陵区,海陵区锦绣花园60幢1层01室、02室商业房,海陵区锦绣花园60幢1层01室、02室商业房,40,协议出让,,7.86,,2018,2018年12,2018年12月10日,21.8,1.98,43.164,桂涛、吴晓敏,,,,,,,,,,,,,,2018年12月14日,2019年1月14日
1212,工业用地,泰州市,泰兴市,泰州市重整催化技术服务有限公司,根思乡乡集体,50,挂牌出让,,14.63,,2018,2018年12,2018年12月10日,385,2,770,泰州市重整催化技术服务有限公司,,,,,,,,,,,,,,2020年6月10日,2021年12月10日
1213,工业用地,泰州市,泰兴市,泰州市重整催化技术服务有限公司,根思乡乡集体,50,挂牌出让,,82.004,,2018,2018年12,2018年12月10日,2158,2,4316,泰州市重整催化技术服务有限公司,,,,,,,,,,,,,,2020年6月10日,2021年12月10日
1214,工业用地,泰州市,泰兴市,江苏行星重载齿轮箱有限公司,根思乡根思村小井3组,50,挂牌出让,,586.212,,2018,2018年12,2018年12月10日,13323,2,26646,江苏行星重载齿轮箱有限公司,,,,,,,,,,,,,,2020年6月10日,2021年12月10日
1215,工业用地,泰州市,姜堰市,泰州市姜堰区昊能光伏发电有限责任公司,淤溪镇马庄渔场,50,挂牌出让,,32.4,,2018,2018年12,2018年12月10日,1200,1.2,1440,泰州市姜堰区昊能光伏发电有限责任公司,,,,,,,,,,,,,,2018年12月11日,2019年12月10日
1216,工业用地,泰州市,泰兴市,江苏祥顺环保设备有限公司,根思乡根思村西湖1组,50,挂牌出让,,642.8451,,2018,2018年12,2018年12月10日,15641,2,31282,江苏祥顺环保设备有限公司,,,,,,,,,,,,,,2020年6月10日,2021年12月10日
1217,工业用地,泰州市,泰兴市,泰州思睿新材料科技有限公司,虹桥镇通石村张圣组、新胜组,50,挂牌出让,,450,,2018,2018年12,2018年12月10日,11250,2,22500,泰州思睿新材料科技有限公司,,,,,,,,,,,,,,2020年6月10日,2021年12月10日
1218,工业用地,泰州市,泰兴市,泰州思睿新材料科技有限公司,虹桥镇通石村张圣组、新胜组,50,挂牌出让,,93.72,,2018,2018年12,2018年12月10日,2343,2,4686,泰州思睿新材料科技有限公司,,,,,,,,,,,,,,2020年6月10日,2021年12月10日
1219,工业用地,泰州市,泰兴市,江苏戴文会展有限公司,街镇霍庄村路南组、港东组,50,挂牌出让,,222.516,,2018,2018年12,2018年12月10日,5298,2,10596,江苏戴文会展有限公司,,,,,,,,,,,,,,2020年6月10日,2021年12月10日
1220,仓储用地,泰州市,泰兴市,江苏苏中沿江化工物流经营发展有限公司,滨江镇蒋港村元桥、旮旯、桥西组,50,挂牌出让,,366,,2018,2018年12,2018年12月10日,9150,2,18300,江苏苏中沿江化工物流经营发展有限公司,,,,,,,,,,,,,,2020年6月10日,2021年12月10日
1221,工业用地,泰州市,泰兴市,江苏国铸新型建材科技有限公司,根思乡根思村小井3组,50,挂牌出让,,197.9505,,2018,2018年12,2018年12月10日,4257,2,8514,江苏国铸新型建材科技有限公司,,,,,,,,,,,,,,2020年6月10日,2021年12月10日
1222,工业用地,泰州市,泰兴市,泰州思睿新材料科技有限公司,虹桥镇通石村张圣组、新胜组,50,挂牌出让,,77.4,,2018,2018年12,2018年12月10日,1935,2,3870,泰州思睿新材料科技有限公司,,,,,,,,,,,,,,2020年6月10日,2021年12月10日
1223,工业用地,泰州市,泰兴市,江苏宇诚展览展示有限公司,新街镇霍庄村港东组,50,挂牌出让,,184.68,,2018,2018年12,2018年12月10日,4617,2,9234,江苏宇诚展览展示有限公司,,,,,,,,,,,,,,2020年6月10日,2021年12月10日
1224,工业用地,泰州市,泰兴市,江苏沃宸住宅工业有限公司,虹桥镇东风路西侧、六圩港北侧,50,挂牌出让,,2579.8608,,2018,2018年12,2018年12月10日,46992,2,93984,江苏沃宸住宅工业有限公司,,,,,,,,,,,,,,2020年6月10日,2021年12月10日
1225,工业用地,泰州市,泰兴市,江苏苏欣医疗科技有限公司,张桥镇匡庄村匡庄五组,50,挂牌出让,,86.88,,2018,2018年12,2018年12月10日,1448,2,2896,江苏苏欣医疗科技有限公司,,,,,,,,,,,,,,2020年6月10日,2021年12月10日
1226,工业用地,泰州市,泰兴市,江苏开拓者环保材料有限公司,元竹镇镇北村十九组、二十组,50,挂牌出让,,904,,2018,2018年12,2018年12月10日,22600,2,45200,江苏开拓者环保材料有限公司,,,,,,,,,,,,,,2020年6月10日,2021年12月10日
1227,工业用地,泰州市,泰兴市,江苏鹏江电子科技有限公司,泰兴市根思乡根思村西湖1、6组,50,挂牌出让,,188.512,,2018,2018年12,2018年12月10日,4384,2,8768,江苏鹏江电子科技有限公司,,,,,,,,,,,,,,2020年6月10日,2021年12月10日
1228,工业用地,泰州市,泰兴市,江苏泰禾金属工业有限公司,张桥镇克仁村村集体、焦堡居委会村集体,50,挂牌出让,,79.212,,2018,2018年12,2018年12月10日,1932,2,3864,江苏泰禾金属工业有限公司,,,,,,,,,,,,,,2020年6月10日,2020年12月10日
1229,公路用地,泰州市,泰兴市,泰兴市市政公用事业管理处,羌溪路北延（阳江路至大庆路段）,,划拨,,0,,2018,2018年12,2018年12月7日,16449,0.8,13159.2,泰兴市市政公用事业管理处,,,,,,,,,,,,,,2019年11月22日,2021年11月22日
